time,pair,type,price,amount,total,coin,quote,date,market_close,label_pump,n_exchanges,premium_pct
2017-01-25 18:33:50,AV/BTC,SELL,4.47e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:50,AV/BTC,SELL,4.47e-06,1.0,4.47e-06,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:49,AV/BTC,SELL,4.47e-06,1.0,4.47e-06,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:49,AV/BTC,SELL,4.47e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:48,AV/BTC,SELL,4.47e-06,1.0,4.47e-06,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:48,AV/BTC,SELL,4.47e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:47,AV/BTC,SELL,4.47e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:47,AV/BTC,SELL,4.47e-06,1.0,4.47e-06,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:46,AV/BTC,SELL,4.47e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:25,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:24,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:23,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:22,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:21,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:20,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:11,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:10,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:08,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:07,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:06,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:05,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:04,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:03,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:02,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:01,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:33:00,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:59,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:58,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:57,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:55,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:54,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:53,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:52,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:51,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:50,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:49,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:48,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:48,AV/BTC,SELL,4.49e-06,1.0,4.49e-06,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:47,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:46,AV/BTC,SELL,4.49e-06,1.0,4.49e-06,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:46,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:45,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
